,,0
LOS_TOT_UNKNOWN_count,LabCount_std,0.5542415633967404
LabCount_std,LOS_TOT_UNKNOWN_count,0.5542415633967404
DSFS_mean,ps1,0.5542034213086393
ps1,DSFS_mean,0.5542034213086393
pg5,DSFS_sum,0.5537956881701708
DSFS_sum,pg5,0.5537956881701708
no_PlaceSvcs,DSFS_sum,0.5499085016106092
DSFS_sum,no_PlaceSvcs,0.5499085016106092
pg4,LabCount_max,0.5498841919951846
LabCount_max,pg4,0.5498841919951846
no_Claims,LabCount_std,0.5490228546485828
LabCount_std,no_Claims,0.5490228546485828
DSFS_mean,pg2,0.5487478822706483
pg2,DSFS_mean,0.5487478822706483
DSFS_max,no_drug_instances,0.5477655396887577
no_drug_instances,DSFS_max,0.5477655396887577
pg5,no_ProcedureGroups,0.5475083229007791
no_ProcedureGroups,pg5,0.5475083229007791
no_lab_instances_MISS,no_PlaceSvcs,0.5473186609205887
no_PlaceSvcs,no_lab_instances_MISS,0.5473186609205887
DSFS_range,no_drug_instances,0.5467309903106272
no_drug_instances,DSFS_range,0.5467309903106272
no_lab_instances,DSFS_max,0.5439157286701658
DSFS_max,no_lab_instances,0.5439157286701658
no_lab_instances,no_PrimaryConditionGroups,0.5435225336468098
no_PrimaryConditionGroups,no_lab_instances,0.5435225336468098
DSFS_range,no_lab_instances,0.5433707739788698
no_lab_instances,DSFS_range,0.5433707739788698
LabCount_sum,no_lab_instances_MISS,0.5425318915677233
no_lab_instances_MISS,LabCount_sum,0.5425318915677233
DrugCount_std,no_drug_instances_MISS,0.5410694316433696
no_drug_instances_MISS,DrugCount_std,0.5410694316433696
pg5,pg2,0.5405262953414193
pg2,pg5,0.5405262953414193
DSFS_std,LOS_TOT_UNKNOWN_count,0.5395897828170915
LOS_TOT_UNKNOWN_count,DSFS_std,0.5395897828170915
sp6,DSFS_sum,0.5381762188323264
DSFS_sum,sp6,0.5381762188323264
sp5,pcg3,0.5371520699101296
pcg3,sp5,0.5371520699101296
DSFS_std,no_Claims,0.5370290597121326
no_Claims,DSFS_std,0.5370290597121326
PayDelay_std,PayDelay_sum,0.5367756934518411
PayDelay_sum,PayDelay_std,0.5367756934518411
sp5,pg3,0.5327330018968129
pg3,sp5,0.5327330018968129
DSFS_sum,no_drug_instances,0.5319432454385733
no_drug_instances,DSFS_sum,0.5319432454385733
pg2,sp6,0.531907251290662
sp6,pg2,0.531907251290662
sp6,no_ProcedureGroups,0.5315504821212698
no_ProcedureGroups,sp6,0.5315504821212698
LabCount_std,ps2,0.5288523905891537
ps2,LabCount_std,0.5288523905891537
DrugCount_sum,DSFS_sum,0.5285769970283722
DSFS_sum,DrugCount_sum,0.5285769970283722
pcg28,pg9,0.5281741722993478
pg9,pcg28,0.5281741722993478
sp3,LabCount_std,0.5264218818745597
LabCount_std,sp3,0.5264218818745597
LOS_TOT_UNKNOWN_count,no_drug_instances,0.522987094185211
no_drug_instances,LOS_TOT_UNKNOWN_count,0.522987094185211
DrugCount_sum,LOS_TOT_UNKNOWN_count,0.5229644288943612
LOS_TOT_UNKNOWN_count,DrugCount_sum,0.5229644288943612
LabCount_max,ps2,0.5228454530203281
ps2,LabCount_max,0.5228454530203281
sp6,ps1,0.5215642308892571
ps1,sp6,0.5215642308892571
sp3,LabCount_max,0.5214606916359252
LabCount_max,sp3,0.5214606916359252
LOS_TOT_UNKNOWN_count,LabCount_max,0.5199273771136109
LabCount_max,LOS_TOT_UNKNOWN_count,0.5199273771136109
DrugCount_sum,no_Claims,0.519648812615815
no_Claims,DrugCount_sum,0.519648812615815
no_drug_instances,no_Claims,0.5196057557063317
no_Claims,no_drug_instances,0.5196057557063317
LOS_TOT_KNOWN_count,no_PlaceSvcs,0.5186650643005869
no_PlaceSvcs,LOS_TOT_KNOWN_count,0.5186650643005869
no_ProcedureGroups,LabCount_sum,0.5183930064158251
LabCount_sum,no_ProcedureGroups,0.5183930064158251
no_Providers,pg3,0.5156795644219037
pg3,no_Providers,0.5156795644219037
LabCount_sum,pcg23,0.5155968409876714
pcg23,LabCount_sum,0.5155968409876714
no_Specialties,DSFS_mean,0.5142521645680321
DSFS_mean,no_Specialties,0.5142521645680321
no_Vendors,LOS_TOT_KNOWN_count,0.5141006996731621
LOS_TOT_KNOWN_count,no_Vendors,0.5141006996731621
pcg3,ps1,0.5137113122762732
ps1,pcg3,0.5137113122762732
no_Claims,LabCount_max,0.5136823348900751
LabCount_max,no_Claims,0.5136823348900751
DSFS_sum,LabCount_std,0.5136076652398563
LabCount_std,DSFS_sum,0.5136076652398563
pg8,no_PlaceSvcs,0.5135995735717445
no_PlaceSvcs,pg8,0.5135995735717445
pg2,DSFS_std,0.5103348964963296
DSFS_std,pg2,0.5103348964963296
no_PlaceSvcs,sp6,0.5088701638325042
sp6,no_PlaceSvcs,0.5088701638325042
DSFS_std,ps1,0.507310682591618
ps1,DSFS_std,0.507310682591618
LabCount_max,no_PlaceSvcs,0.506272445220833
no_PlaceSvcs,LabCount_max,0.506272445220833
CharlsonIndex_max,LOS_TOT_UNKNOWN_count,0.5060751970959932
LOS_TOT_UNKNOWN_count,CharlsonIndex_max,0.5060751970959932
sp1,no_Vendors,0.5056749389995606
no_Vendors,sp1,0.5056749389995606
LOS_TOT_UNKNOWN_count,pcg27,0.5045542686505453
pcg27,LOS_TOT_UNKNOWN_count,0.5045542686505453
pg5,no_PlaceSvcs,0.5045111717420878
no_PlaceSvcs,pg5,0.5045111717420878
DrugCount_max,LOS_TOT_UNKNOWN_count,0.5043640283321861
LOS_TOT_UNKNOWN_count,DrugCount_max,0.5043640283321861
CharlsonIndex_max,no_Claims,0.5039094984701389
no_Claims,CharlsonIndex_max,0.5039094984701389
no_Specialties,DSFS_std,0.5035215394343651
DSFS_std,no_Specialties,0.5035215394343651
LabCount_max,no_Specialties,0.5033909172835015
no_Specialties,LabCount_max,0.5033909172835015
no_Claims,DrugCount_max,0.503351584743016
DrugCount_max,no_Claims,0.503351584743016
no_Vendors,pg8,0.5031223365480916
pg8,no_Vendors,0.5031223365480916
no_Providers,DSFS_mean,0.5031049736384726
DSFS_mean,no_Providers,0.5031049736384726
no_lab_instances_MISS,no_Specialties,0.5025784726639869
no_Specialties,no_lab_instances_MISS,0.5025784726639869
ps1,LabCount_sum,0.5025737342958594
LabCount_sum,ps1,0.5025737342958594
no_ProcedureGroups,no_lab_instances,0.502197808517995
no_lab_instances,no_ProcedureGroups,0.502197808517995
DSFS_mean,PayDelay_sum,0.5009830794816492
PayDelay_sum,DSFS_mean,0.5009830794816492
ClaimsTruncated,PayDelay_sum,0.5000534744970601
PayDelay_sum,ClaimsTruncated,0.5000534744970601
DrugCount_std,LOS_TOT_UNKNOWN_count,0.4996695441367787
LOS_TOT_UNKNOWN_count,DrugCount_std,0.4996695441367787
no_drug_instances,no_PrimaryConditionGroups,0.4995012536117446
no_PrimaryConditionGroups,no_drug_instances,0.4995012536117446
no_Providers,sp1,0.49933353836654015
sp1,no_Providers,0.49933353836654015
LabCount_sum,no_Specialties,0.49918516243535044
no_Specialties,LabCount_sum,0.49918516243535044
DrugCount_std,no_Claims,0.4987405256915045
no_Claims,DrugCount_std,0.4987405256915045
sp2,no_ProcedureGroups,0.49841679209128836
no_ProcedureGroups,sp2,0.49841679209128836
DSFS_mean,no_drug_instances,0.49797912135220657
no_drug_instances,DSFS_mean,0.49797912135220657
DSFS_max,LabCount_sum,0.4979094508526206
LabCount_sum,DSFS_max,0.4979094508526206
sp4,age_0-9,0.497795446363519
age_0-9,sp4,0.497795446363519
no_lab_instances,DSFS_mean,0.4977582022583587
DSFS_mean,no_lab_instances,0.4977582022583587
DSFS_range,LabCount_sum,0.4977142241736872
LabCount_sum,DSFS_range,0.4977142241736872
pcg27,no_Claims,0.49737567370605634
no_Claims,pcg27,0.49737567370605634
LabCount_std,no_PrimaryConditionGroups,0.4968522299120461
no_PrimaryConditionGroups,LabCount_std,0.4968522299120461
no_ProcedureGroups,LOS_TOT_KNOWN_count,0.4963742718475584
LOS_TOT_KNOWN_count,no_ProcedureGroups,0.4963742718475584
no_ProcedureGroups,DSFS_mean,0.49609083656766084
DSFS_mean,no_ProcedureGroups,0.49609083656766084
LabCount_sum,no_Providers,0.49564005656237303
no_Providers,LabCount_sum,0.49564005656237303
PayDelay_sum,ps2,0.4956246390208645
ps2,PayDelay_sum,0.4956246390208645
LabCount_sum,pg2,0.49404063296717216
pg2,LabCount_sum,0.49404063296717216
sp3,ClaimsTruncated,0.4939488311202164
ClaimsTruncated,sp3,0.4939488311202164
sp3,PayDelay_sum,0.4936384944945637
PayDelay_sum,sp3,0.4936384944945637
ClaimsTruncated,ps2,0.493634844453994
ps2,ClaimsTruncated,0.493634844453994
no_PrimaryConditionGroups,LabCount_max,0.49235383245694253
LabCount_max,no_PrimaryConditionGroups,0.49235383245694253
CharlsonIndex_range,CharlsonIndex_mean,0.4921347928654501
CharlsonIndex_mean,CharlsonIndex_range,0.4921347928654501
DrugCount_min,no_drug_instances,0.49209992667802976
no_drug_instances,DrugCount_min,0.49209992667802976
no_PlaceSvcs,DSFS_range,0.4919139680629113
DSFS_range,no_PlaceSvcs,0.4919139680629113
DrugCount_max,DSFS_sum,0.4912734963188497
DSFS_sum,DrugCount_max,0.4912734963188497
no_Claims,sp1,0.4912316192420013
sp1,no_Claims,0.4912316192420013
ClaimsTruncated,pg4,0.4902223911259966
pg4,ClaimsTruncated,0.4902223911259966
DSFS_std,no_ProcedureGroups,0.49011834748495026
no_ProcedureGroups,DSFS_std,0.49011834748495026
pg4,no_PrimaryConditionGroups,0.48962160717013814
no_PrimaryConditionGroups,pg4,0.48962160717013814
no_Specialties,PayDelay_max,0.48883299802939617
PayDelay_max,no_Specialties,0.48883299802939617
no_PrimaryConditionGroups,DrugCount_max,0.4880682834308823
DrugCount_max,no_PrimaryConditionGroups,0.4880682834308823
no_PlaceSvcs,sp2,0.4880374110462282
sp2,no_PlaceSvcs,0.4880374110462282
PayDelay_max,no_Providers,0.4873954820557504
no_Providers,PayDelay_max,0.4873954820557504
DSFS_sum,DrugCount_std,0.4866414713441096
DrugCount_std,DSFS_sum,0.4866414713441096
sp1,ps1,0.48654827399297707
ps1,sp1,0.48654827399297707
DrugCount_sum,no_drug_instances_MISS,0.48568773582752917
no_drug_instances_MISS,DrugCount_sum,0.48568773582752917
DrugCount_std,no_PrimaryConditionGroups,0.48567947434686415
no_PrimaryConditionGroups,DrugCount_std,0.48567947434686415
pg7,PayDelay_sum,0.4853771231829048
PayDelay_sum,pg7,0.4853771231829048
ps1,no_lab_instances,0.48453590579219513
no_lab_instances,ps1,0.48453590579219513
CharlsonIndex_max,DSFS_sum,0.4844521319029989
DSFS_sum,CharlsonIndex_max,0.4844521319029989
DSFS_max,no_PlaceSvcs,0.4835088272509642
no_PlaceSvcs,DSFS_max,0.4835088272509642
sp1,LOS_TOT_UNKNOWN_count,0.48316437208315205
LOS_TOT_UNKNOWN_count,sp1,0.48316437208315205
no_drug_instances,DSFS_std,0.483032865260565
DSFS_std,no_drug_instances,0.483032865260565
pg3,sp2,0.48147360848970117
sp2,pg3,0.48147360848970117
PayDelay_max,no_Claims,0.48013747702415865
no_Claims,PayDelay_max,0.48013747702415865
pcg28,sp1,0.48000370232543715
sp1,pcg28,0.48000370232543715
no_Specialties,no_lab_instances,0.4797137922593074
no_lab_instances,no_Specialties,0.4797137922593074
LengthOfStay_mean,LOS_TOT_KNOWN_count,0.4794703032791812
LOS_TOT_KNOWN_count,LengthOfStay_mean,0.4794703032791812
DSFS_mean,no_Vendors,0.47928270543003904
no_Vendors,DSFS_mean,0.47928270543003904
LabCount_sum,no_Vendors,0.47887406584026265
no_Vendors,LabCount_sum,0.47887406584026265
pg1,ps6,0.4785922937149768
ps6,pg1,0.4785922937149768
DSFS_std,no_Providers,0.4784176830730245
no_Providers,DSFS_std,0.4784176830730245
CharlsonIndex_max,no_PrimaryConditionGroups,0.4782306588795247
no_PrimaryConditionGroups,CharlsonIndex_max,0.4782306588795247
pg17,pcg37,0.4780863763671251
pcg37,pg17,0.4780863763671251
no_Providers,LOS_TOT_KNOWN_count,0.47759632409289404
LOS_TOT_KNOWN_count,no_Providers,0.47759632409289404
DrugCount_sum,no_PrimaryConditionGroups,0.47633901024032516
no_PrimaryConditionGroups,DrugCount_sum,0.47633901024032516
ps1,sp9,0.4754376690082964
sp9,ps1,0.4754376690082964
pg2,ClaimsTruncated,0.47516712158060725
ClaimsTruncated,pg2,0.47516712158060725
pg2,DrugCount_sum,0.47381637279565675
DrugCount_sum,pg2,0.47381637279565675
pg3,no_Vendors,0.47309459362560013
no_Vendors,pg3,0.47309459362560013
sp1,no_ProcedureGroups,0.4730215033327101
no_ProcedureGroups,sp1,0.4730215033327101
DSFS_sum,pcg27,0.4729089830696539
pcg27,DSFS_sum,0.4729089830696539
pg2,no_drug_instances,0.4727945225282793
no_drug_instances,pg2,0.4727945225282793
LOS_TOT_UNKNOWN_count,PayDelay_max,0.4727642155398793
PayDelay_max,LOS_TOT_UNKNOWN_count,0.4727642155398793
no_PrimaryConditionGroups,PayDelay_max,0.47275662738372665
PayDelay_max,no_PrimaryConditionGroups,0.47275662738372665
DSFS_max,DrugCount_sum,0.472256613015749
DrugCount_sum,DSFS_max,0.472256613015749
no_lab_instances,pg2,0.4712709148028694
pg2,no_lab_instances,0.4712709148028694
DSFS_range,DrugCount_sum,0.47121824692533143
DrugCount_sum,DSFS_range,0.47121824692533143
PayDelay_sum,DSFS_std,0.4707028802941623
DSFS_std,PayDelay_sum,0.4707028802941623
no_ProcedureGroups,LabCount_mean,0.4703997314290131
LabCount_mean,no_ProcedureGroups,0.4703997314290131
LOS_TOT_UNKNOWN_count,CharlsonIndex_mean,0.4700140283208097
CharlsonIndex_mean,LOS_TOT_UNKNOWN_count,0.4700140283208097
ps7,pg10,0.4695959955398999
pg10,ps7,0.4695959955398999
pg4,DSFS_range,0.4694353229734554
DSFS_range,pg4,0.4694353229734554
pg4,DSFS_max,0.46938847182478133
DSFS_max,pg4,0.46938847182478133
no_Providers,pg8,0.46932976373879426
pg8,no_Providers,0.46932976373879426
pg4,no_lab_instances_MISS,0.4692282637700099
no_lab_instances_MISS,pg4,0.4692282637700099
no_Specialties,sp2,0.4685598836402825
sp2,no_Specialties,0.4685598836402825
PayDelay_max,no_Vendors,0.46828172548242775
no_Vendors,PayDelay_max,0.46828172548242775
CharlsonIndex_mean,no_Claims,0.46783258863128585
no_Claims,CharlsonIndex_mean,0.46783258863128585
no_Specialties,sp1,0.4665448008857451
sp1,no_Specialties,0.4665448008857451
no_lab_instances,no_Providers,0.4665147918527932
no_Providers,no_lab_instances,0.4665147918527932
no_drug_instances,ps1,0.46596405480754244
ps1,no_drug_instances,0.46596405480754244
LabCount_max,pg7,0.4657224075646256
pg7,LabCount_max,0.4657224075646256
pg2,DrugCount_max,0.46541566111417537
DrugCount_max,pg2,0.46541566111417537
PayDelay_sum,LabCount_std,0.4653323745698132
LabCount_std,PayDelay_sum,0.4653323745698132
no_lab_instances,pcg23,0.4639627614960647
pcg23,no_lab_instances,0.4639627614960647
pg7,LabCount_std,0.46264995881627125
LabCount_std,pg7,0.46264995881627125
DrugCount_std,pg2,0.4626260782121195
pg2,DrugCount_std,0.4626260782121195
no_ProcedureGroups,pg1,0.4621731743481157
pg1,no_ProcedureGroups,0.4621731743481157
pg3,no_PrimaryConditionGroups,0.46065304365978843
no_PrimaryConditionGroups,pg3,0.46065304365978843
LengthOfStay_sum,LOS_TOT_KNOWN_count,0.46013826788093337
LOS_TOT_KNOWN_count,LengthOfStay_sum,0.46013826788093337
PayDelay_max,no_ProcedureGroups,0.45975538954273126
no_ProcedureGroups,PayDelay_max,0.45975538954273126
ps4,no_Providers,0.4592124360052127
no_Providers,ps4,0.4592124360052127
DrugCount_sum,PayDelay_sum,0.4591551804694763
PayDelay_sum,DrugCount_sum,0.4591551804694763
LabCount_sum,no_PlaceSvcs,0.45913036041140587
no_PlaceSvcs,LabCount_sum,0.45913036041140587
no_Vendors,DSFS_std,0.458681895019724
DSFS_std,no_Vendors,0.458681895019724
LabCount_std,no_Specialties,0.4584412345395142
no_Specialties,LabCount_std,0.4584412345395142
LabCount_std,no_ProcedureGroups,0.4581435118773613
no_ProcedureGroups,LabCount_std,0.4581435118773613
pg2,pg3,0.4581321941528111
pg3,pg2,0.4581321941528111
sp9,pg2,0.45782389264488565
pg2,sp9,0.45782389264488565
DrugCount_sum,ps1,0.45588547807541063
ps1,DrugCount_sum,0.45588547807541063
CharlsonIndex_max,PayDelay_sum,0.4553435689553417
PayDelay_sum,CharlsonIndex_max,0.4553435689553417
no_lab_instances,DSFS_std,0.45528982721149297
DSFS_std,no_lab_instances,0.45528982721149297
pg3,no_Specialties,0.4552605334517275
no_Specialties,pg3,0.4552605334517275
DSFS_mean,LabCount_sum,0.45453033294597794
LabCount_sum,DSFS_mean,0.45453033294597794
DSFS_sum,LabCount_max,0.454478118811487
LabCount_max,DSFS_sum,0.454478118811487
pcg27,LabCount_sum,0.4542857097047352
LabCount_sum,pcg27,0.4542857097047352
ClaimsTruncated,no_lab_instances,0.4538266971258837
no_lab_instances,ClaimsTruncated,0.4538266971258837
CharlsonIndex_mean,CharlsonIndex_std,0.4536869366032497
CharlsonIndex_std,CharlsonIndex_mean,0.4536869366032497
no_Vendors,LabCount_max,0.45321975422765237
LabCount_max,no_Vendors,0.45321975422765237
CharlsonIndex_max,pg2,0.45308294878455396
pg2,CharlsonIndex_max,0.45308294878455396
sp2,DSFS_range,0.45293351069339993
DSFS_range,sp2,0.45293351069339993
DSFS_max,DrugCount_max,0.45218758937645487
DrugCount_max,DSFS_max,0.45218758937645487
DrugCount_max,DSFS_range,0.4518743172814388
DSFS_range,DrugCount_max,0.4518743172814388
no_Vendors,no_lab_instances,0.451317747642874
no_lab_instances,no_Vendors,0.451317747642874
no_Providers,LabCount_max,0.4510954029503952
LabCount_max,no_Providers,0.4510954029503952
CharlsonIndex_mean,DSFS_sum,0.4506319035875561
DSFS_sum,CharlsonIndex_mean,0.4506319035875561
PayDelay_sum,no_drug_instances,0.45036069939043116
no_drug_instances,PayDelay_sum,0.45036069939043116
pcg3,pg5,0.4497299875662169
pg5,pcg3,0.4497299875662169
DSFS_max,DrugCount_std,0.4496091336080256
DrugCount_std,DSFS_max,0.4496091336080256
DrugCount_std,DSFS_range,0.4495828932508607
DSFS_range,DrugCount_std,0.4495828932508607
sp2,DSFS_max,0.44938482914125616
DSFS_max,sp2,0.44938482914125616
LabCount_sum,CharlsonIndex_max,0.44818813058584
CharlsonIndex_max,LabCount_sum,0.44818813058584
PayDelay_std,no_Specialties,0.44802872656528386
no_Specialties,PayDelay_std,0.44802872656528386
pg2,PayDelay_max,0.4467166559178801
PayDelay_max,pg2,0.4467166559178801
ps2,DSFS_max,0.4461168522338298
DSFS_max,ps2,0.4461168522338298
DrugCount_max,PayDelay_sum,0.446086431807082
PayDelay_sum,DrugCount_max,0.446086431807082
DSFS_range,LabCount_std,0.44522947097935406
LabCount_std,DSFS_range,0.44522947097935406
ps1,ClaimsTruncated,0.44502109177719806
ClaimsTruncated,ps1,0.44502109177719806
no_lab_instances,no_drug_instances,0.44498163559151943
no_drug_instances,no_lab_instances,0.44498163559151943
sp3,DSFS_max,0.44484656209509477
DSFS_max,sp3,0.44484656209509477
LabCount_std,DSFS_max,0.4444780010297127
DSFS_max,LabCount_std,0.4444780010297127
LabCount_std,no_Providers,0.4442670174954946
no_Providers,LabCount_std,0.4442670174954946
ps2,DSFS_range,0.4442486361204163
DSFS_range,ps2,0.4442486361204163
ps3,pg5,0.44387562382677914
pg5,ps3,0.44387562382677914
no_lab_instances,DrugCount_sum,0.44373586974686086
DrugCount_sum,no_lab_instances,0.44373586974686086
LOS_TOT_UNKNOWN_count,pcg3,0.4435192135259992
pcg3,LOS_TOT_UNKNOWN_count,0.4435192135259992
pcg23,LOS_TOT_UNKNOWN_count,0.44321075167670376
LOS_TOT_UNKNOWN_count,pcg23,0.44321075167670376
sp3,DSFS_range,0.4429006640697676
DSFS_range,sp3,0.4429006640697676
DrugCount_std,ps1,0.441761194215135
ps1,DrugCount_std,0.441761194215135
pcg3,no_Claims,0.4412566067085823
no_Claims,pcg3,0.4412566067085823
pg1,no_Vendors,0.44106681582255974
no_Vendors,pg1,0.44106681582255974
LabCount_sum,ClaimsTruncated,0.44089020084380354
ClaimsTruncated,LabCount_sum,0.44089020084380354
DrugCount_max,ps1,0.44064800224664485
ps1,DrugCount_max,0.44064800224664485
sp1,DSFS_sum,0.4405689542189442
DSFS_sum,sp1,0.4405689542189442
CharlsonIndex_max,pcg23,0.4403073269762246
pcg23,CharlsonIndex_max,0.4403073269762246
ps4,no_Vendors,0.4401069085389284
no_Vendors,ps4,0.4401069085389284
CharlsonIndex_max,ps1,0.4397459539987735
ps1,CharlsonIndex_max,0.4397459539987735
no_PlaceSvcs,no_lab_instances,0.43949349925175546
no_lab_instances,no_PlaceSvcs,0.43949349925175546
CharlsonIndex_max,DrugCount_sum,0.43917577549066716
DrugCount_sum,CharlsonIndex_max,0.43917577549066716
ps5,LOS_TOT_KNOWN_count,0.43888588097781184
LOS_TOT_KNOWN_count,ps5,0.43888588097781184
no_lab_instances_MISS,no_PrimaryConditionGroups,0.4384144974625992
no_PrimaryConditionGroups,no_lab_instances_MISS,0.4384144974625992
PayDelay_sum,DrugCount_std,0.4384031194286801
DrugCount_std,PayDelay_sum,0.4384031194286801
no_PrimaryConditionGroups,CharlsonIndex_mean,0.43837080452023447
CharlsonIndex_mean,no_PrimaryConditionGroups,0.43837080452023447
no_ProcedureGroups,pg8,0.4382706366277081
pg8,no_ProcedureGroups,0.4382706366277081
CharlsonIndex_mean,pcg23,0.4377032541423756
pcg23,CharlsonIndex_mean,0.4377032541423756
no_ProcedureGroups,pg4,0.43689349204472677
pg4,no_ProcedureGroups,0.43689349204472677
sp7,pg1,0.4362893035361362
pg1,sp7,0.4362893035361362
sexMISS,sexFEMALE,0.43573988354544896
sexFEMALE,sexMISS,0.43573988354544896
sp1,pg9,0.4351540230039309
pg9,sp1,0.4351540230039309
no_lab_instances_MISS,LOS_TOT_UNKNOWN_count,0.4348028277521355
LOS_TOT_UNKNOWN_count,no_lab_instances_MISS,0.4348028277521355
PayDelay_std,PayDelay_mean,0.4345941399843373
PayDelay_mean,PayDelay_std,0.4345941399843373
DrugCount_sum,CharlsonIndex_mean,0.4345335873939728
CharlsonIndex_mean,DrugCount_sum,0.4345335873939728
DrugCount_sum,LabCount_sum,0.4342266998878226
LabCount_sum,DrugCount_sum,0.4342266998878226
no_PlaceSvcs,ps1,0.4341091281242156
ps1,no_PlaceSvcs,0.4341091281242156
sp2,pg5,0.43308404000877293
pg5,sp2,0.43308404000877293
no_Claims,pcg23,0.43296476650970195
pcg23,no_Claims,0.43296476650970195
DrugCount_max,CharlsonIndex_max,0.4320777461217687
CharlsonIndex_max,DrugCount_max,0.4320777461217687
no_Vendors,LabCount_std,0.43163703922595
LabCount_std,no_Vendors,0.43163703922595
no_PrimaryConditionGroups,ps2,0.43123376405465963
ps2,no_PrimaryConditionGroups,0.43123376405465963
DrugCount_mean,LOS_TOT_UNKNOWN_count,0.4311403102717711
LOS_TOT_UNKNOWN_count,DrugCount_mean,0.4311403102717711
sp9,LOS_TOT_UNKNOWN_count,0.4309106221040828
LOS_TOT_UNKNOWN_count,sp9,0.4309106221040828
no_lab_instances_MISS,no_Claims,0.4301517061766364
